author_handle,platform,n_videos,views,avg_er,likes_sum,dislikes_sum,comments_sum,shares_sum,saves_sum,total_engagements,avg_engagement_velocity,avg_comment_ratio,avg_share_rate,avg_save_rate,avg_like_dislike_ratio,avg_engagement_per_1k,avg_like_rate,avg_dislike_rate,creator_avg_views
VividHub,TikTok,122,13792489,0.0891168360655737,896410,26505,104325,90798,97921,1189454,16858.739754098362,0.0076885491803278,0.006757344262295,0.0070021639344262,48.08784426229508,89.11683606557378,0.0676688278688524,0.0019084672131147,107717.7
PrimeHub,TikTok,118,13614280,0.0908376779661016,897143,24774,97299,83854,93080,1171376,15929.039322033896,0.007486720338983,0.0066024237288135,0.0072825,52.817135635593225,90.8376779661017,0.0694659491525423,0.0018558728813559,103279.3
TrueLabs,TikTok,135,13436760,0.0923841185185185,1000929,28623,107345,93075,105232,1306581,14466.418370370371,0.0077821481481481,0.0066722592592592,0.0074946962962962,47.63341415555556,92.38411851851852,0.0704349703703703,0.0019854444444444,98396.5
StreetWorks,TikTok,131,13316327,0.0981373358778626,994461,28643,112346,95114,93389,1295310,14281.909694656488,0.008425,0.0073160839694656,0.0073895648854961,51.16307145801527,98.1373358778626,0.0750066335877862,0.0020533969465648,98586.0
UrbanWorks,TikTok,132,13297039,0.0938511818181818,939369,26778,111352,87761,101101,1239583,18722.414924242425,0.007979053030303,0.0068147348484848,0.0075472954545454,50.04973161363636,93.8511818181818,0.0715100984848484,0.0020582272727272,98301.3
PrimeMedia,TikTok,119,13266982,0.0879089747899159,895726,26854,101380,86678,90569,1174353,14908.769411764706,0.0074528403361344,0.0065180756302521,0.0068188655462184,48.00247842016807,87.90897478991596,0.0671191848739495,0.0019750420168067,132974.8
InsideHub,TikTok,134,13252154,0.0910613731343283,984242,26579,103336,93988,93677,1275243,13344.953134328358,0.0075355671641791,0.0067522761194029,0.007205947761194,48.2295145,91.06137313432836,0.0695675895522388,0.0019338358208955,97125.1
BeyondLabs,TikTok,125,13215723,0.092866392,921037,26255,96923,88798,90703,1197461,14469.706880000002,0.007498176,0.006902576,0.007167672,45.477086216,92.866392,0.071298072,0.002013408,104158.3
NextLabs,TikTok,125,13186986,0.092549128,935662,24756,102094,89230,82412,1209398,14924.32664,0.0075154079999999,0.006610048,0.007029048,49.193767088,92.549128,0.071394672,0.001961992,104175.6
VividWorks,YouTube,89,13100235,0.0501968988764044,535843,41402,55529,47949,49577,688898,16541.579550561797,0.0041783033707865,0.0035992471910112,0.0040704831460674,14.606342606741574,50.1968988764045,0.0383488651685393,0.0033877415730337,129372.5
TrueVision,TikTok,122,12859502,0.0880635081967213,868199,24513,95442,83786,109739,1157166,18345.571803278686,0.0074628934426229,0.0064139098360655,0.0070912622950819,51.09532059836066,88.0635081967213,0.0670954836065573,0.0018381311475409,106642.8
PrimeMedia,YouTube,77,12796075,0.0488455064935064,501713,44175,51051,49730,50833,653327,25815.89064935065,0.004141909090909,0.0035042597402597,0.0037661558441558,16.22663774025974,48.84550649350649,0.0374331948051948,0.0030231428571428,132974.8
VividMedia,TikTok,142,12676905,0.0909642464788732,890914,24555,103494,85063,86061,1165532,12550.271056338028,0.0078541549295774,0.0067418873239436,0.006938838028169,50.89533740140845,90.96424647887324,0.0694294225352112,0.0019009788732394,91145.8
StreetHub,TikTok,116,12636468,0.0930093965517241,897945,23590,92320,82648,93989,1166902,18203.250258620687,0.0078277672413793,0.0068218017241379,0.0073329655172413,52.84732304310344,93.00939655172414,0.0710269137931034,0.0018038620689655,100507.4
BeyondMedia,TikTok,123,12607126,0.0954429268292682,935228,29832,97968,89771,85087,1208054,13395.867642276422,0.0079554227642276,0.0069936910569105,0.007288406504065,51.44085344715447,95.44292682926827,0.0732053821138211,0.002024975609756,99253.8
InsideWorks,TikTok,124,12355084,0.0910551209677419,825424,21057,91703,77180,73868,1068175,12396.491935483871,0.00771775,0.0066026129032258,0.0067981451612903,55.96621673387097,91.05512096774191,0.0699366532258064,0.0018181451612903,98432.0
VividVision,TikTok,136,12340620,0.0927505882352941,878508,23435,93869,84471,96229,1153077,12155.406176470588,0.0078057132352941,0.0067057058823529,0.0072952205882352,51.307801,92.75058823529412,0.070943875,0.0018001544117647,93727.30000000002
PrimeStudio,TikTok,120,12325122,0.0984035166666666,897447,27022,96247,88574,95586,1177854,14846.43925,0.0081327833333333,0.0073219583333333,0.007653475,50.29280570833334,98.40351666666668,0.0752952666666666,0.002042575,109552.0
PrimeWorks,TikTok,126,12307445,0.0921883888888888,897966,25640,99005,82904,92574,1172449,13660.667222222222,0.0077480634920634,0.0066725396825396,0.007195238095238,50.472157714285714,92.1883888888889,0.0705726349206349,0.0019420238095238,98366.2
StreetLabs,TikTok,119,11997626,0.0908547226890756,792384,20520,88155,76969,76659,1034167,12666.841176470589,0.0077084957983193,0.0067875798319327,0.0067865714285714,52.2640407394958,90.85472268907564,0.0695721596638655,0.0017833613445378,106295.8
UrbanLabs,TikTok,109,11943681,0.0924209357798165,846097,24636,91704,80616,77563,1095980,16991.926697247705,0.0077101651376146,0.0068617981651376,0.0070592201834862,50.865384073394495,92.42093577981652,0.0707898256880734,0.0020768440366972,101916.4
InsideStudio,TikTok,112,11842766,0.0915837946428571,783826,18488,82394,69003,77197,1012420,12586.615267857142,0.0076348303571428,0.0065360714285714,0.0069627499999999,51.43572039285714,91.58379464285714,0.0704501964285714,0.0018318482142857,99230.0
PrimeVision,TikTok,129,11652439,0.0917034418604651,824750,23805,91346,79887,80938,1076921,12767.118217054263,0.0077652403100775,0.0068291937984496,0.0070513023255813,45.33430702325581,91.70344186046512,0.0700577054263566,0.0020216821705426,96426.1
TrueStudio,TikTok,117,11453950,0.0953030769230769,835253,21712,88326,77135,80898,1081612,14676.734358974358,0.0078663675213675,0.0069734957264957,0.0072458547008547,47.76331136752137,95.30307692307692,0.0732174273504273,0.0019680427350427,95967.2
UrbanMedia,TikTok,114,11416496,0.0930103684210526,821087,26399,86166,81463,88283,1076999,18676.958596491226,0.007737,0.0068457280701754,0.0077205175438596,46.99112441228071,93.01036842105265,0.0707071315789473,0.0020210263157894,108022.1
VividStudio,TikTok,121,11391297,0.0934019669421487,862245,24569,84983,85232,82530,1114990,16116.90256198347,0.0075399917355371,0.0068259669421487,0.0076324628099173,50.5089092892562,93.40196694214876,0.0714036280991735,0.0018959008264462,88276.0
StreetStudio,TikTok,135,11283835,0.0900919333333333,808174,22445,93481,80513,81103,1063271,12081.31022222222,0.0078929259259259,0.0066155851851851,0.0071800074074074,46.16852763703704,90.09193333333332,0.0684034444444444,0.0019268888888888,88159.6
UrbanStudio,TikTok,128,11204700,0.0896201875,745166,21771,84874,74095,78476,982611,11951.633984375,0.0077139296875,0.0067106953125,0.0068027578125,47.469148640625,89.6201875,0.0683929140625,0.0019373125,83077.80000000002
BeyondWorks,TikTok,103,10999788,0.0945520970873786,810364,23887,92073,82503,75941,1060881,15729.341067961164,0.0081122524271844,0.0071342038834951,0.0069952233009708,49.15670181553399,94.55209708737864,0.0723103203883495,0.0020130582524271,109086.80000000002
NoahChannel,TikTok,75,10940182,0.0952569866666666,851979,23431,93114,82729,75032,1102854,23140.96733333333,0.00792548,0.0069383866666666,0.0071426,48.31754230666667,95.25698666666668,0.0732504,0.0020705466666666,133984.4
UrbanHub,TikTok,112,10627733,0.0898955803571428,740327,22240,92394,69734,69501,971956,12529.811517857144,0.0079760446428571,0.0065294910714285,0.0071173839285714,51.43866986607143,89.89558035714286,0.0682726607142857,0.0017805446428571,96609.1
NextStudio,TikTok,111,10292309,0.0949401801801801,722222,17765,76410,70246,71553,940431,13064.725585585586,0.0080347027027027,0.0070319099099099,0.0074438648648648,53.93094798198198,94.9401801801802,0.0724296936936936,0.0018133153153153,99200.2
NextHub,TikTok,108,10198393,0.0924182592592592,715690,21597,81351,67457,74514,939012,11086.439629629627,0.0075795462962962,0.0065931018518518,0.0072924444444444,45.6512697962963,92.41825925925926,0.0709531111111111,0.0021196574074074,102133.2
VividLabs,YouTube,104,10197573,0.0478473557692307,363797,31051,40453,34263,39997,478510,13413.157403846151,0.0039519326923076,0.0034682019230769,0.0039445961538461,14.857044711538462,47.84735576923077,0.0364826826923076,0.0032045288461538,104933.1
BeyondWorks,YouTube,90,10050064,0.0504109111111111,384911,29270,42158,36847,38530,502446,18306.07055555556,0.0041645666666666,0.0037539777777777,0.0040881444444444,17.521975899999997,50.41091111111111,0.0384042999999999,0.0030027666666666,109086.80000000002
TrueMedia,TikTok,114,9950267,0.0870579385964912,675495,20431,79536,63073,73540,891644,12327.43903508772,0.0074795614035087,0.0061600614035087,0.0070655438596491,51.61737648245615,87.05793859649123,0.0663526140350877,0.0018482368421052,97756.8
TrueWorks,TikTok,126,9902999,0.0957517222222222,723883,19428,75491,70067,74571,944012,11277.14753968254,0.0077525476190476,0.0069487142857142,0.0078377539682539,46.69173445238095,95.75172222222224,0.0732127777777777,0.0020326587301587,87740.9
NextStudio,YouTube,91,9790132,0.0496900219780219,400392,31432,52249,38813,47762,539216,11697.248131868131,0.0042090989010989,0.0036868791208791,0.0042116263736263,16.80338878021978,49.69002197802198,0.0375824505494505,0.0029564615384615,99200.2
TrueHub,TikTok,110,9783506,0.0920113454545454,681197,19433,78283,66172,70041,895693,12000.352090909091,0.0076720545454545,0.0067210181818181,0.0076916818181818,54.794928863636365,92.01134545454543,0.0699266181818181,0.0018847363636363,87560.6
NextHub,YouTube,89,9762487,0.0521259325842696,383613,32318,42714,38669,40620,505616,16896.93842696629,0.004391,0.0039283707865168,0.0045181460674157,15.286171719101125,52.125932584269655,0.0392884269662921,0.0033111460674157,102133.2
StreetMedia,TikTok,125,9756344,0.091038736,709420,18615,76148,68713,70890,925171,10971.81024,0.007623392,0.0066655759999999,0.006879296,51.768064904,91.038736,0.069870464,0.001857976,90954.39999999998
LinaShorts,TikTok,69,9695043,0.0903417536231884,618544,19361,62637,60612,72440,814233,14166.984782608695,0.0074903188405797,0.0065500724637681,0.0072478550724637,53.86121934782609,90.3417536231884,0.0690535507246376,0.0018431449275362,118188.8
BeyondStudio,YouTube,94,9635708,0.0507057978723404,374484,31974,39028,35211,42966,491689,13173.855319148935,0.0040941063829787,0.0036598723404255,0.0041007340425531,15.012430361702128,50.705797872340426,0.0388511489361702,0.0032530638297872,116192.9
StreetStudio,YouTube,102,9609984,0.0524552647058823,388637,30225,43756,36064,40618,509075,12678.58637254902,0.0045605784313725,0.0037734607843137,0.0038048529411764,16.054719607843136,52.45526470588235,0.0403163039215686,0.0031891078431372,88159.6
BeyondHub,YouTube,94,9549059,0.0489402340425531,333377,25120,37475,33340,35028,439220,15214.2185106383,0.0042262553191489,0.0036191276595744,0.0039803829787234,16.494593808510636,48.94023404255319,0.0371143723404255,0.0028665212765957,108139.89999999998
InsideMedia,TikTok,104,9519315,0.0913524134615384,670415,18193,72155,63996,59213,865779,14198.194615384617,0.0074772596153846,0.0068242884615384,0.006861923076923,53.9200995,91.35241346153846,0.0701889326923076,0.0018621153846153,90369.7
BeyondVision,TikTok,115,9506112,0.0911820260869565,648382,18561,73046,63454,68160,853042,10844.173217391304,0.0076307304347826,0.0067762782608695,0.0079273826086956,46.9272228,91.18202608695653,0.0688476260869565,0.0019788695652173,82901.5
UrbanLabs,YouTube,100,9454222,0.05155224,380473,30137,41516,35686,39845,497520,13238.1294,0.00434937,0.0037655899999999,0.00407206,15.68595119,51.552240000000005,0.0393651999999999,0.0032461,101916.4
AmrTV,TikTok,68,9436004,0.0887870147058823,617412,16254,66298,61876,59212,804798,22940.71720588236,0.007087,0.0066047205882352,0.0070114852941176,57.050341058823534,88.78701470588236,0.0680837794117647,0.001735,115920.9
UrbanVision,YouTube,90,9313403,0.0518183444444444,354031,30837,37055,31775,38465,461326,13030.01611111111,0.0040455555555555,0.0036786777777777,0.0043347222222222,14.114388377777775,51.81834444444444,0.0397594,0.0034332222222222,120866.4
PrimeStudio,YouTube,76,9169196,0.0493759605263157,354371,30503,37555,34782,34358,461066,18646.589078947367,0.00388725,0.0036200394736842,0.0039169342105263,13.92343625,49.37596052631579,0.0379518157894736,0.0034132894736842,109552.0
SaraChannel,TikTok,77,9059684,0.0901502727272727,621100,20040,65712,60696,67787,815295,20369.466623376626,0.0075642467532467,0.0064962597402597,0.0070773766233766,46.268811246753245,90.15027272727272,0.0690125714285714,0.0019565454545454,112406.0
UrbanWorks,YouTube,94,9016633,0.0513180531914893,383943,38595,46920,38341,36062,505266,11905.361276595744,0.0043913085106382,0.0038577872340425,0.0040066276595744,12.798816085106385,51.31805319148936,0.039062244680851,0.0037186382978723,98301.3
UrbanMedia,YouTube,75,8999675,0.0524042533333333,361273,28676,41505,35824,40057,478659,15955.111599999998,0.0044034266666666,0.00395828,0.0043841466666666,15.33673996,52.40425333333333,0.03965836,0.00346304,108022.1
StreetVision,YouTube,89,8927215,0.0503289438202247,344493,29224,37196,35027,40781,457497,11980.37168539326,0.004145404494382,0.0037539550561797,0.0041887640449438,15.38532797752809,50.32894382022472,0.0382408426966292,0.0032715730337078,116083.5
BeyondMedia,YouTube,93,8916025,0.0498729139784946,343403,28115,38500,34976,31075,447954,14780.23376344086,0.004180752688172,0.0038708387096774,0.0037200430107526,16.039539569892472,49.87291397849462,0.0381013118279569,0.0031079677419354,99253.8
UrbanHub,YouTube,89,8852443,0.0499473932584269,319118,25339,37126,32015,30854,419113,16195.483258426966,0.0043453483146067,0.0037275280898876,0.0039052921348314,17.8548742247191,49.94739325842697,0.0379691348314606,0.0029303258426966,96609.1
InsideLabs,TikTok,107,8781754,0.0934755607476635,622968,18079,66057,57824,55662,802511,11477.87570093458,0.0076478224299065,0.0067297570093457,0.007192214953271,52.34140641121495,93.47556074766356,0.0719057757009345,0.0019856074766355,84030.9
TrueVision,YouTube,80,8776881,0.0499902875,322785,23851,36299,30202,29211,418497,12934.902875,0.0042358375,0.00355325,0.0038178375,15.9274560625,49.9902875,0.0383834,0.003230425,106642.8
TrueMedia,YouTube,77,8718881,0.0495658831168831,349709,30760,40145,32932,30358,453144,16166.586753246753,0.0042332857142857,0.0037264935064935,0.003728948051948,15.91048116883117,49.56588311688312,0.0378771818181818,0.0032075324675324,97756.8
StreetMedia,YouTube,77,8670132,0.0535428051948052,320096,26499,33993,31033,35770,420892,15405.191688311688,0.0044362467532467,0.0039811298701298,0.0042415064935064,14.82937425974026,53.5428051948052,0.0408838701298701,0.0035190389610389,90954.39999999998
BeyondLabs,YouTube,84,8636635,0.0539658214285714,347307,29288,38559,33192,32029,451087,13271.496428571429,0.0045290119047619,0.0039830357142857,0.0040837023809523,14.45774076190476,53.96582142857143,0.0413700595238095,0.0036036428571428,104158.3
PrimeWorks,YouTube,88,8628131,0.0488981931818181,316997,29104,34709,29971,32755,414432,13316.189318181818,0.0040483636363636,0.0035435113636363,0.0037970113636363,15.894029375,48.898193181818186,0.0375093068181818,0.0031850227272727,98366.2
StreetWorks,YouTube,91,8608345,0.0500711868131868,341604,28823,37132,33036,36110,447882,12260.587142857144,0.0040698901098901,0.0037217472527472,0.0040687252747252,14.622504549450548,50.07118681318681,0.0382108241758241,0.003277901098901,98586.0
InsideVision,YouTube,97,8596982,0.0514147628865979,351126,32791,37285,32193,33304,453908,10559.781855670102,0.0042106391752577,0.0036917525773195,0.0039330103092783,13.508069505154635,51.41476288659794,0.0395794329896907,0.0034811030927835,96533.9
LeilaYT,TikTok,67,8582790,0.0902919253731343,574115,16166,59345,55691,63222,752373,17594.939253731343,0.0073434029850746,0.0066127611940298,0.0075329552238805,46.32334392537313,90.29192537313432,0.068802895522388,0.0019758507462686,114135.1
NextWorks,TikTok,109,8559455,0.0922592110091743,594767,15051,65506,59774,64388,784435,11641.033853211007,0.0077948440366972,0.0068856880733944,0.0075681926605504,53.46095177064221,92.25921100917432,0.0700104862385321,0.0018838165137614,78592.0
TrueStudio,YouTube,89,8474988,0.0491392471910112,308655,29007,32518,30085,29831,401089,12273.515505617976,0.004028011235955,0.0036635056179775,0.003766011235955,15.296374617977529,49.13924719101124,0.0376817752808988,0.0033011011235955,95967.2
InsideHub,YouTube,89,8406743,0.0502775056179775,317071,27863,33589,29172,35384,415216,11740.395280898876,0.0041447752808988,0.0036387865168539,0.0040498876404494,13.51396217977528,50.27750561797753,0.0384438764044943,0.0034398764044943,97125.1
NextMedia,YouTube,84,8333745,0.0504257142857142,328275,27566,38330,33168,33291,433064,14443.677976190476,0.004273869047619,0.0038307738095238,0.0040883571428571,14.86739825,50.425714285714285,0.0382326666666666,0.0032755476190476,106288.7
PrimeVision,YouTube,75,8230207,0.0512484266666666,323704,24500,35945,29745,34700,424094,14113.491999999998,0.0043658133333333,0.0037233466666666,0.00384784,16.84072474666667,51.24842666666667,0.03931152,0.00303592,96426.1
VividMedia,YouTube,87,8222991,0.0515233103448275,324122,28871,36080,31256,31817,423275,11745.59287356322,0.0044236551724137,0.0037753793103448,0.004048816091954,15.08801464367816,51.52331034482759,0.0392755517241379,0.0033982988505747,91145.8
Ava,TikTok,71,8158132,0.0955193239436619,567411,15666,61179,56297,52840,737727,22215.691690140848,0.0080025915492957,0.0072307746478873,0.0074825915492957,50.239867549295774,95.51932394366196,0.0728033098591549,0.0020379436619718,102956.3
AvaTV,TikTok,64,8137541,0.0987308125,629596,19117,71236,59620,56021,816473,16664.101875,0.008323484375,0.007278421875,0.007619171875,51.814660203125,98.7308125,0.075509734375,0.002142609375,102500.9
TrueLabs,YouTube,84,8112075,0.0499879166666666,290117,24051,30405,28837,30844,380203,12771.84738095238,0.0039954761904761,0.0037787023809523,0.0039483452380952,14.548457142857144,49.98791666666666,0.0382652619047619,0.0033408095238095,98396.5
OliviaPro,YouTube,48,8107215,0.0493371666666666,293373,28033,35932,27488,30069,386862,29532.905,0.0040988958333333,0.0037232291666666,0.0039133333333333,13.592114145833332,49.33716666666667,0.0376016666666666,0.003721125,122780.7
NoahPro,TikTok,82,8051444,0.086780231707317,562075,13676,59060,52421,53204,726760,14370.86536585366,0.0071341585365853,0.0064882073170731,0.0063601341463414,47.90973417073171,86.78023170731707,0.0667977560975609,0.0018245365853658,98122.4
TrueWorks,YouTube,79,8027884,0.0494683164556962,292349,26808,33450,29450,36556,391805,14153.380632911394,0.0041571265822784,0.0037812784810126,0.0041122658227848,15.73247746835443,49.46831645569621,0.0374176708860759,0.0032589873417721,87740.9
OliviaTV,TikTok,80,7989116,0.08804955,556712,17993,59536,53679,55005,724932,15808.447625,0.00724735,0.0064670625,0.007128025,44.9282379875,88.04955,0.06720715,0.0019711375,95392.8
YoussefVlogs,TikTok,77,7962365,0.0883486753246753,547009,16849,62629,51076,48948,709662,14839.651818181816,0.0078038701298701,0.0066040779220779,0.0061624285714285,48.712853935064935,88.34867532467533,0.0677783376623376,0.0019713376623376,101377.8
StreetHub,YouTube,88,7867048,0.0504724886363636,309893,27214,35756,28597,31499,405745,12557.76375,0.004287,0.0037035795454545,0.0040751363636363,15.955645613636364,50.47248863636364,0.0384067045454545,0.003262409090909,100507.4
YukiShorts,YouTube,51,7846269,0.0492480392156862,273687,28403,32583,25956,30810,363036,18238.53705882353,0.0040161372549019,0.003725725490196,0.0041905686274509,13.32302368627451,49.24803921568628,0.0373155098039215,0.0035207058823529,119864.1
InsideWorks,YouTube,82,7778695,0.0533175,315725,26946,32566,32220,28952,409463,12606.962560975611,0.0043684390243902,0.0040716341463414,0.0038687682926829,16.197822768292685,53.3175,0.0410085853658536,0.0033505365853658,98432.0
NoahVlogs,TikTok,62,7673659,0.0920814677419354,631694,17579,71534,58653,56898,818779,26265.473548387094,0.0077587419354838,0.0068141451612903,0.0070658548387096,53.46718270967742,92.08146774193548,0.0704427903225806,0.0019086451612903,112535.6
InsideLabs,YouTube,88,7668718,0.0520860795454545,283472,23123,31368,26662,27340,368842,10507.351704545454,0.0043587159090909,0.003808,0.0040488863636363,15.578047659090908,52.08607954545455,0.039870625,0.003370375,84030.9
AliYT,TikTok,73,7653789,0.0885047671232876,515283,13309,52535,51959,47965,667742,14777.96123287671,0.0073847260273972,0.0067108493150684,0.0065180821917808,53.183766191780826,88.50476712328766,0.0678911232876712,0.0017134794520547,108133.7
Noor,TikTok,67,7634869,0.0868593582089552,596490,18249,67112,58399,59360,781361,15991.099850746268,0.0075605074626865,0.0063862388059701,0.0066519701492537,47.97541552238806,86.85935820895523,0.066260671641791,0.0018507164179104,115352.0
AliShorts,TikTok,71,7632852,0.0916363661971831,549361,15319,58061,53975,53465,714862,13419.85014084507,0.0076384507042253,0.0067418169014084,0.0072722535211267,52.78407092957747,91.6363661971831,0.0699839718309859,0.0019807042253521,117704.0
VividHub,YouTube,77,7604137,0.0494504935064935,296774,26396,32597,27990,30569,387930,14326.585064935063,0.0042764935064935,0.0036025454545454,0.0038813896103896,14.440011558441558,49.45049350649351,0.0376901038961038,0.0032950779220779,107717.7
JiwooVlogs,TikTok,54,7598544,0.0876357222222222,527654,17068,56580,47820,56617,688671,20615.70629629629,0.0077512222222222,0.006091037037037,0.0066661296296296,49.90521335185185,87.63572222222221,0.0671273333333333,0.0018646481481481,120740.0
StreetLabs,YouTube,70,7586548,0.0496100714285714,264459,24539,28459,25004,31383,349305,12793.455142857145,0.004085,0.0036246,0.0039852714285714,14.601674042857145,49.61007142857143,0.0379152,0.0033275285714285,106295.8
AvaVlogs,TikTok,76,7562438,0.092445197368421,545465,16302,63740,52675,59580,721460,14429.249210526315,0.0079707763157894,0.0068651315789473,0.0072808947368421,50.08841131578947,92.44519736842103,0.0703283947368421,0.0018784210526315,103877.5
LinaPro,TikTok,65,7555245,0.0923070923076923,557208,12678,63479,54840,52464,727991,20077.12107692308,0.0075946769230769,0.0069954615384615,0.0065514461538461,57.97235175384616,92.30709230769232,0.0711654923076923,0.001864123076923,105616.0
LiamChannel,TikTok,65,7547274,0.0907206923076923,546956,16873,64192,52502,50270,713920,14075.308307692309,0.007999323076923,0.0067566461538461,0.0061988,43.046643707692304,90.72069230769232,0.0697659538461538,0.0021248615384615,94953.4
LucasTV,TikTok,69,7537381,0.0955988550724637,527336,14130,55722,50157,59291,692506,15907.661014492754,0.0081572463768115,0.0070003188405797,0.0080629275362318,48.61550469565217,95.59885507246376,0.0723783913043478,0.001966768115942,95517.7
AliPro,TikTok,58,7537071,0.0894969827586207,459227,14558,50123,41886,53150,604386,15855.677241379311,0.0071366379310344,0.006553448275862,0.007330948275862,47.24303344827587,89.49698275862069,0.0684758965517241,0.0018902586206896,110084.9
EmilyVlogs,TikTok,59,7536901,0.0932880677966101,544394,15419,62375,53059,60612,720440,25317.44559322034,0.0074111355932203,0.0067515932203389,0.0078843559322033,50.502624169491526,93.28806779661016,0.0712408474576271,0.001938,116667.1
NextLabs,YouTube,73,7514586,0.0526236575342465,303983,25395,32319,30015,30446,396763,13891.14780821918,0.0043114657534246,0.0039207671232876,0.0041669863013698,14.509797712328766,52.623657534246576,0.0402244383561643,0.003564205479452,104175.6
AmrOfficial,TikTok,77,7513489,0.0903086233766233,511989,16217,59711,46297,54641,672638,12481.147012987012,0.0075561558441558,0.0067394545454545,0.0070544935064935,48.16108383116883,90.30862337662336,0.0689585584415584,0.0020843636363636,93427.1
OliviaChannel,TikTok,53,7482284,0.0931252264150943,522000,13711,57261,47922,65525,692708,23069.75622641509,0.0078161698113207,0.0066429433962264,0.0082082452830188,56.0172543018868,93.12522641509432,0.0704578679245283,0.0018936226415094,141830.1
EmilyYT,TikTok,73,7473705,0.0920056438356164,558120,15228,64394,53201,55086,730801,12489.021095890412,0.0081116301369863,0.0067027534246575,0.0067863972602739,52.73446069863014,92.00564383561644,0.0704049178082191,0.0019103424657534,92976.5
Maya,TikTok,74,7472938,0.0966359054054054,589725,15461,63065,55479,59215,767484,13116.05662162162,0.0079946216216216,0.007229,0.0080430945945945,54.14305016216216,96.6359054054054,0.0733691756756756,0.0019404324324324,94562.8
LinaChannel,TikTok,59,7431518,0.0877404237288135,473157,11104,51503,46198,50202,621060,22621.19593220339,0.0070414576271186,0.0066105932203389,0.0069165084745762,55.62394293220339,87.74042372881357,0.0671717796610169,0.0017641016949152,100230.7
FatmaOfficial,TikTok,65,7427997,0.0898630769230769,480095,12542,56257,47638,48556,632546,16870.694000000003,0.007825923076923,0.0067772923076923,0.0070746461538461,45.78126301538462,89.86307692307693,0.0681851384615384,0.0018884461538461,91694.7
HassanTV,TikTok,69,7383642,0.0903481159420289,498997,14091,53880,51248,47197,651322,13493.68072463768,0.0075702608695652,0.0069884782608695,0.007195768115942,44.80984984057971,90.348115942029,0.0685934637681159,0.0019558550724637,96403.9
PrimeHub,YouTube,84,7342023,0.04949,262136,23025,27830,24719,25050,339735,14852.86988095238,0.0040461666666666,0.0036350119047619,0.0036987976190476,14.55872892857143,49.49,0.0381100357142857,0.0034349761904761,103279.3
FatmaVlogs,TikTok,51,7311021,0.0927674901960784,598666,16097,68019,59372,55457,781514,16412.22823529412,0.0079321764705882,0.0065531372549019,0.0069564901960784,50.4076985882353,92.76749019607844,0.0713256274509804,0.0018988431372549,127439.6
