title_len,text_richness,like_rate,comment_rate,share_rate,like_rate_log,comment_rate_log,share_rate_log,views_per_day,likes_per_day,rel_like,rel_share,rel_combo,like_hashtag_interaction,share_hashtag_interaction,platform_cat,region_cat,language_cat,category_cat,traffic_source_cat,device_brand_cat,creator_tier_cat,richness_traffic_interaction,weekend_hashtag_boost,platform_tiktok,platform_youtube,region_africa,region_americas,region_asia,region_europe,region_mena,region_oceania,language_ar,language_de,language_en,language_es,language_fr,language_hi,language_it,language_ja,language_ko,language_pt,language_ru,language_tr,category_beauty,category_comedy,category_education,category_food,category_gaming,category_lifestyle,category_music,category_news,category_sports,category_tech,category_travel,traffic_source_external,traffic_source_feed,traffic_source_hashtag,traffic_source_profile,traffic_source_search,traffic_source_share,device_brand_apple,device_brand_google,device_brand_huawei,device_brand_oppo,device_brand_other,device_brand_samsung,device_brand_xiaomi,creator_tier_macro,creator_tier_micro,creator_tier_mid,creator_tier_nano,trend_label
2,1.999998000002,0.5026853378938427,0.2101966313488556,0.0557696107934517,0.4072537328274181,0.1907828516530905,0.0542699898840745,0.1209908867543627,0.0608203447902172,1.590855434876178,-0.0071129971016218,0.5191518990278386,0.5026853378938427,0.0557696107934517,0,2,4,3,1,6,1,3.999996000004,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,rising
3,2.9999970000030003,0.1478108084892502,0.0735679078459635,0.0359579008511897,0.137856483348651,0.0709875946927161,0.0353265067675914,0.047507243943135,0.007022084136338,-0.2343291370234791,-0.3374367194616293,-0.455039091851657,0.1478108084892502,0.0359579008511897,1,3,7,3,5,6,3,17.999982000018,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,stable
3,2.9999970000030003,0.2148403760820073,0.2206288410267697,0.0765946829728674,0.1946126904514224,0.1993661694143783,0.0738029884114277,0.1075979737900898,0.0231163891547354,0.003997279870341,0.2831356071734222,0.0051887434261208,0.2148403760820073,0.0765946829728674,0,1,2,6,2,3,3,8.999991000009,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,stable
2,1.999998000002,0.4198090134434893,0.014354695494602,0.0247572758870553,0.3505223649925519,0.0142526423219708,0.0244557805352451,0.1113920671906258,0.0467633938327481,1.1225368113911771,-0.5547958717113777,0.267804836815424,0.4198090134434893,0.0247572758870553,1,1,5,9,0,6,3,1.999998000002,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,rising
2,1.999998000002,0.0851081228649587,0.0607273231424564,0.0157603839824089,0.0816796344375515,0.0589548267359874,0.0156374788040664,0.117065675668243,0.0099632399080464,-0.6131290949284652,-0.7447382823881682,-0.2386472387536129,0.0851081228649587,0.0157603839824089,1,2,7,6,4,5,3,9.99999000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,stable
2,1.999998000002,0.335812188148527,0.0520179319634366,0.1014231449063815,0.2895394874993399,0.0507101597628639,0.0966031117042434,0.1116811231025667,0.0375038823239744,0.5693230679969776,0.6990635334186525,0.2382249367705419,0.335812188148527,0.1014231449063815,1,1,10,6,1,0,2,3.999996000004,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,rising
3,2.9999970000030003,0.2474419122404435,0.0373783884241167,0.0463524778766099,0.2210949842251171,0.0366967502756318,0.0453102858162402,0.1325940209606559,0.0328093180981663,0.2753257164015614,-0.1747666904120161,0.1693536492015386,0.2474419122404435,0.0463524778766099,1,2,2,3,1,5,2,5.999994000006001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,stable
2,1.999998000002,0.3545465355820168,0.0582741766445081,0.0546959481754575,0.303466738233408,0.0566394460303716,0.0532525246086466,0.1384324176147541,0.0490807340775714,0.7429665862840461,-0.0271636308944975,0.3579711701541929,0.3545465355820168,0.0546959481754575,0,2,2,10,4,0,2,9.99999000001,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,declining
2,1.999998000002,0.1433267983426437,0.0274141683950097,0.03758230431882,0.1339422567581069,0.0270451294903099,0.0368932994402236,0.123839733115713,0.0177495524550896,-0.3484910524256066,-0.3913238314187729,-0.0880516911704926,0.1433267983426437,0.03758230431882,1,2,6,6,1,0,2,3.999996000004,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,stable
3,2.9999970000030003,0.2476259970273921,0.0276544641971492,0.0759436325048782,0.2212425431645743,0.0272789862086926,0.0731980742195078,0.1361596022068816,0.0337166572513443,0.2592908517924145,0.4877239866409739,0.2563174847150697,0.2476259970273921,0.0759436325048782,0,1,2,10,1,0,3,5.999994000006001,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,rising
2,1.999998000002,0.5118429371810914,0.0665088770330961,0.0501088822305415,0.4133293948359642,0.0643905824137053,0.0488938561556526,0.0903681289859044,0.0462542885677301,1.4933237327595583,-0.0300488236769855,0.3194756572304135,0.5118429371810914,0.0501088822305415,0,1,5,0,4,2,1,9.99999000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,rising
2,1.999998000002,0.1511347539620977,0.1703246612098307,0.1124941669123164,0.1407481984404545,0.1572811985304616,0.1066044918196283,0.0766763775342127,0.0115884654533455,-0.2570119865130313,1.000831735069284,-0.1683591120195573,0.1511347539620977,0.1124941669123164,1,2,7,10,3,5,1,7.999992000008,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,stable
2,1.999998000002,0.2046986322042459,0.1449957701682601,0.0715456353310839,0.1862294379071466,0.1354009428231874,0.0691021251608964,0.078032410802837,0.0159731277589506,0.0606768347467965,0.3975890279410107,-0.1232198524015637,0.2046986322042459,0.0715456353310839,0,1,5,1,1,4,3,3.999996000004,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,seasonal
3,2.9999970000030003,0.466757424169952,0.0531893216511225,0.0586845135334933,0.3830541304574867,0.0518230096322205,0.0570271124463749,0.0907204301369098,0.042344434290317,1.2340187310338633,0.0271105398461738,0.2508947124064364,0.466757424169952,0.0586845135334933,1,2,2,0,1,5,1,5.999994000006001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,stable
2,1.999998000002,0.1502542277264313,0.0264490340991983,0.1254890659086782,0.1399829855315212,0.0261053060729774,0.1182176664428961,0.1062541243508869,0.0159651313970981,-0.2357845785871015,1.2532033129373197,0.0206939768622053,0.1502542277264313,0.1254890659086782,1,5,2,1,5,1,1,11.999988000012,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,stable
2,1.999998000002,0.0976909798485331,0.1537783777760647,0.062140642802908,0.0932088643580064,0.1430421026547114,0.0602863460692056,0.0822431581949798,0.0080344147099102,-0.543034338683037,0.0491716816151161,-0.3252423587636829,0.0976909798485331,0.062140642802908,1,0,0,6,0,0,1,1.999998000002,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,stable
2,1.999998000002,0.0216719722112303,0.0028586625038175,0.0136824282445564,0.0214404737355179,0.0028545842984552,0.0135896689801123,0.087471838474539,0.0018956872526865,-0.8941188794889469,-0.7215955485857367,-0.4732788973089839,0.0216719722112303,0.0136824282445564,1,0,5,3,1,2,2,3.999996000004,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,declining
2,1.999998000002,0.285854507507711,0.0779265380470696,0.0998705308362521,0.2514234837290309,0.0750393236406713,0.0951924736374549,0.0783690888536389,0.022402157298099,0.3774920740258719,0.72783831836015,-0.0001386056944937,0.285854507507711,0.0998705308362521,0,2,3,1,1,5,3,3.999996000004,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stable
3,2.9999970000030003,0.250629236825648,0.0520060247024761,0.0893150343887828,0.2236468141167574,0.0506988412026138,0.0855490898918427,0.0845344032638754,0.0211867929755489,0.2299748809450255,0.638368569686845,-0.0258341250891118,0.250629236825648,0.0893150343887828,1,5,2,7,5,6,1,17.999982000018,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,stable
2,1.999998000002,0.5894939670758673,0.0608789019423588,0.0356170123004685,0.4634157058760612,0.0590977173425176,0.0349973962424214,0.1047929955646935,0.0617748386772239,1.8649251038464003,-0.3707901837145687,0.4801276637147457,0.5894939670758673,0.0356170123004685,1,2,2,9,1,2,3,3.999996000004,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,rising
2,1.999998000002,0.1754043644121738,0.0406072213193337,0.0346640641160087,0.1616122283188148,0.0398044094226701,0.0340767982979034,0.1692055366842828,0.029679389617136,-0.1214749458847432,-0.3839232093772085,0.2220848080950755,0.1754043644121738,0.0346640641160087,0,2,7,2,0,6,0,1.999998000002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,stable
3,2.9999970000030003,0.2162333987314298,0.1278081957833911,0.0156043337604848,0.1957587048721405,0.1202760994184421,0.015483838031567,0.1794969791142565,0.0388132418559108,0.0349501413261423,-0.7268763308331033,0.2835066199394214,0.2162333987314298,0.0156043337604848,0,2,2,0,1,0,1,5.999994000006001,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,stable
2,1.999998000002,0.1649045770749443,0.0882339768551617,0.0075095821953874,0.1526391755728365,0.0845561775699114,0.0074815256573811,0.0755258445117696,0.0124545574474494,-0.1943704301817237,-0.8471889150483611,-0.3397068588755678,0.1649045770749443,0.0075095821953874,1,0,2,3,1,5,1,3.999996000004,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,declining
2,1.999998000002,0.2341036930517551,0.1495673027937331,0.0189843211089124,0.2103449519786047,0.1393856131319589,0.0188063675755133,0.1419798380925754,0.0332380044363736,0.1016529084392888,-0.6746781686837721,0.1195816398468174,0.2341036930517551,0.0189843211089124,0,1,0,4,1,3,1,3.999996000004,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,stable
3,2.9999970000030003,0.0758829105333322,0.0980841903080688,0.1248071190770012,0.0731416366114129,0.0935670162025879,0.1176115712478696,0.1284127189577106,0.0097443308640136,-0.6025888867092789,1.4468070574569891,0.0296611300943077,0.0758829105333322,0.1248071190770012,0,4,4,1,1,0,1,5.999994000006001,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,stable
2,1.999998000002,0.2963939467138066,0.0665747322984213,0.117411992179476,0.2595865229699778,0.0644523289529015,0.1110152902025006,0.0807995890507426,0.0239485090916178,0.4587267769571987,1.3556015048584016,0.1018176516569392,0.2963939467138066,0.117411992179476,1,3,5,0,1,0,1,3.999996000004,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,seasonal
3,2.9999970000030003,0.1004277018345717,0.170722297812055,0.0246275372611661,0.0956989240830861,0.1576209068857476,0.0243291682706961,0.1453027569865816,0.0145924219543945,-0.5010078404195395,-0.5544278386379738,-0.03204990980804,0.1004277018345717,0.0246275372611661,0,3,2,1,1,0,2,5.999994000006001,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,seasonal
2,1.999998000002,0.2654872762098231,0.1051557085414184,0.0765068283221425,0.2354572465943952,0.0999862377496191,0.073721380878933,0.1405381875046192,0.0373111006040798,0.2769562728282279,0.2793108997866221,0.2666713716563604,0.2654872762098231,0.0765068283221425,0,3,5,6,1,0,2,3.999996000004,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,seasonal
2,1.999998000002,0.1525893414914376,0.1381232617801945,0.1141950308852751,0.1420110126164342,0.1293806442324027,0.1081321987896385,0.1471443506188615,0.0224526595651247,-0.2498611894942255,1.0310831912654812,0.2123788149196747,0.1525893414914376,0.1141950308852751,0,2,2,10,5,4,3,11.999988000012,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,rising
2,1.999998000002,0.6851444561692646,0.1432940200265645,0.1104702660313812,0.5218512907939137,0.1339135871021516,0.1047835886957094,0.0920097445734443,0.0630399664080791,2.553136716801507,1.023097786908695,0.7539070568105234,0.6851444561692646,0.1104702660313812,1,5,2,9,1,0,3,3.999996000004,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,rising
3,2.9999970000030003,0.2270452288692975,0.1167532970397139,0.0967529899845534,0.2046090263935825,0.1104256335982861,0.0923539872829943,0.1262624827654815,0.0286672942971056,0.038149978015819,0.6135208732751454,0.1372383978208937,0.2270452288692975,0.0967529899845534,1,3,1,4,1,4,2,5.999994000006001,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,stable
2,1.999998000002,0.3532662984666621,0.0691107120008969,0.0368745568728745,0.3025211505660117,0.0668271926306499,0.0362109545945475,0.1395917025768045,0.0493130440659843,0.6624098463769384,-0.3681211066239122,0.305739101198215,0.3532662984666621,0.0368745568728745,0,1,8,4,1,0,1,3.999996000004,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,rising
2,1.999998000002,0.0920257898216375,0.0253755630500282,0.0588121245183309,0.0880344940966167,0.0250589484568306,0.0571476424936948,0.1013919907768079,0.0093306780328284,-0.534736322350351,0.1049909270503491,-0.2137269918355311,0.0920257898216375,0.0588121245183309,1,3,0,7,1,5,3,3.999996000004,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stable
2,1.999998000002,0.1442726903139906,0.0299263306368616,0.1416138889295847,0.1347692302121088,0.0294872760300735,0.1324429533026845,0.0944264095178029,0.0136231521378311,-0.2415392260316124,1.5742553359383082,-0.0158343381538651,0.1442726903139906,0.1416138889295847,1,5,2,10,1,1,3,3.999996000004,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,stable
2,1.999998000002,0.6506933209661944,0.09859044555023,0.0604493113310979,0.5011953941804587,0.0940279449563143,0.0586926969270577,0.1595988788688045,0.1038499245136557,2.1623518421429004,0.0678846693120191,0.9049081911660112,0.6506933209661944,0.0604493113310979,0,2,4,9,1,2,1,3.999996000004,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,rising
2,1.999998000002,0.2741301037965707,0.0412351131986452,0.25,0.2422636742251475,0.0404076173485917,0.2231435513142097,0.0979040939998137,0.0268384594502916,0.3476369350424027,3.4465015549418347,0.3707382157436183,0.2741301037965707,0.25,1,2,8,10,4,5,2,9.99999000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,rising
2,1.999998000002,0.2385728989778088,0.0607567326965968,0.0754330621861161,0.2139598289157476,0.0589825521898378,0.0727234290031609,0.1044920077093421,0.024928961199241,0.2061680065638092,0.4172679140729945,0.0561657718567022,0.2385728989778088,0.0754330621861161,0,3,0,7,2,0,3,5.999994000006001,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,stable
2,1.999998000002,0.1381139201109044,0.1345982905359509,0.0331950232979063,0.1293724362395236,0.1262786592424848,0.0326559654431105,0.0998711473489821,0.0137935956663484,-0.3082456852378033,-0.4100313956907149,-0.2040807030946992,0.1381139201109044,0.0331950232979063,1,2,2,2,1,3,3,3.999996000004,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,stable
2,1.999998000002,0.1604012825155459,0.1365287703790352,0.0359792582512394,0.1487658785002353,0.1279786788858077,0.0353471226438563,0.1374981384914559,0.0220548777575375,-0.1975508383166605,-0.3451811672055032,0.03338073704014,0.1604012825155459,0.0359792582512394,1,2,0,5,0,0,1,1.999998000002,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,stable
