country,platform,year_month,n_videos,views,avg_er,avg_velocity,trend_label
CO,TikTok,2025-04,110,12855494,0.0909502181818181,16362.519636363637,steady
CO,TikTok,2025-05,135,14896073,0.0909559555555555,14448.888296296296,steady
CO,TikTok,2025-06,106,10251282,0.0927375094339622,12014.33858490566,declining
CO,TikTok,2025-07,113,11895436,0.0945368407079646,15070.395044247787,steady
CO,TikTok,2025-08,128,11642470,0.0915419765625,15099.1440625,steady
CO,YouTube,2025-01,84,8333990,0.048911488095238,12903.282261904762,steady
CO,YouTube,2025-02,69,7746645,0.0540159275362318,14257.83115942029,steady
CO,YouTube,2025-03,70,6190253,0.0510117999999999,10762.642857142857,declining
CO,YouTube,2025-04,68,7228493,0.051322294117647,16019.984411764704,steady
CO,YouTube,2025-05,91,8554611,0.0498565494505494,13409.27087912088,steady
CO,YouTube,2025-06,80,6607885,0.0520754,11861.08325,declining
CO,YouTube,2025-07,93,10917475,0.0503663225806451,18719.45978494624,rising
CO,YouTube,2025-08,73,5629478,0.0482675616438356,10902.830684931509,declining
DE,TikTok,2025-01,104,13830223,0.0938233557692307,15544.08778846154,steady
DE,TikTok,2025-02,115,15020208,0.0898821913043478,20221.15173913044,steady
DE,TikTok,2025-03,129,11421517,0.0893147906976744,12255.07480620155,declining
DE,TikTok,2025-04,106,11041159,0.0945950471698113,16057.357735849057,steady
DE,TikTok,2025-05,133,12093145,0.0903131052631578,12414.32007518797,steady
DE,TikTok,2025-06,131,12257751,0.0910307175572519,13246.52923664122,steady
DE,TikTok,2025-07,97,9609455,0.0859233298969072,14319.444845360824,declining
DE,TikTok,2025-08,131,14683800,0.0889370305343511,19359.96366412214,rising
DE,YouTube,2025-01,93,9192826,0.0511406021505376,12164.129784946235,steady
DE,YouTube,2025-02,54,5516559,0.0488927222222222,15876.97425925926,declining
DE,YouTube,2025-03,82,7084552,0.0527038292682926,10330.895975609756,steady
DE,YouTube,2025-04,72,7496344,0.0482578333333333,16804.355555555558,steady
DE,YouTube,2025-05,81,10066877,0.0497570987654321,17726.088641975308,rising
DE,YouTube,2025-06,78,6831698,0.0487027948717948,9791.253333333334,declining
DE,YouTube,2025-07,98,10074204,0.0519737857142857,15160.960612244897,rising
DE,YouTube,2025-08,84,10897691,0.0553959285714285,18948.68726190476,steady
EG,TikTok,2025-01,121,11652991,0.0904378925619834,13330.76388429752,steady
EG,TikTok,2025-02,109,10005669,0.0906433486238532,10703.69880733945,steady
EG,TikTok,2025-03,112,12894258,0.0928101785714285,16933.45482142857,steady
EG,TikTok,2025-04,108,9150028,0.091151287037037,10248.72175925926,declining
EG,TikTok,2025-05,108,10084219,0.0928713055555555,11813.494259259258,steady
EG,TikTok,2025-06,134,13561605,0.0938640522388059,15350.079328358208,rising
EG,TikTok,2025-07,105,11260217,0.0916937523809523,15396.95657142857,declining
EG,TikTok,2025-08,125,10865233,0.090452784,11717.14872,steady
EG,YouTube,2025-01,79,7359127,0.0538754050632911,13271.28329113924,steady
EG,YouTube,2025-02,71,8040899,0.049088028169014,13918.421126760564,steady
EG,YouTube,2025-03,79,7522382,0.0523595696202531,14705.69569620253,steady
EG,YouTube,2025-04,88,6559161,0.0521227499999999,10985.972386363635,steady
EG,YouTube,2025-05,67,6054778,0.0483155074626865,9531.856417910449,steady
EG,YouTube,2025-06,76,6405824,0.0502380789473684,9633.651842105264,steady
EG,YouTube,2025-07,75,6748086,0.0512245466666666,10547.842266666668,steady
EG,YouTube,2025-08,84,8614227,0.0532227857142857,14803.25630952381,steady
ES,TikTok,2025-01,124,14501641,0.0925821209677419,18922.34572580645,steady
ES,TikTok,2025-02,106,9249994,0.0917649150943396,10440.0670754717,declining
ES,TikTok,2025-03,128,13571078,0.0937408359375,13702.859375,rising
ES,TikTok,2025-04,130,13526240,0.0907539615384615,17371.835615384614,steady
ES,TikTok,2025-05,132,14040461,0.0950502348484848,14997.327954545455,steady
ES,TikTok,2025-06,110,11861904,0.0906421636363636,18190.40763636364,declining
ES,TikTok,2025-07,113,10820643,0.0873121238938053,15894.537522123894,steady
ES,TikTok,2025-08,133,13242291,0.0929733684210526,14563.286240601505,steady
ES,YouTube,2025-01,83,7754256,0.0517104337349397,13875.059518072288,steady
ES,YouTube,2025-02,55,4841067,0.0486350181818181,11223.727090909091,declining
ES,YouTube,2025-03,69,8122581,0.0500461739130434,15676.557971014492,rising
ES,YouTube,2025-04,82,7132484,0.0524946585365853,10933.661341463414,steady
ES,YouTube,2025-05,74,7732450,0.053793554054054,14856.75635135135,steady
ES,YouTube,2025-06,83,7753993,0.0503715421686747,11647.296626506024,steady
ES,YouTube,2025-07,94,8350710,0.049353914893617,13786.001170212769,steady
ES,YouTube,2025-08,95,11852981,0.052964147368421,13916.978105263155,rising
FR,TikTok,2025-01,102,10274805,0.0916267745098039,15895.833137254902,steady
FR,TikTok,2025-02,127,14700811,0.0927845669291338,15646.864803149609,rising
FR,TikTok,2025-03,130,14126325,0.0958927076923076,15497.818153846154,steady
FR,TikTok,2025-04,141,12403869,0.0901887304964539,11559.203971631208,steady
FR,TikTok,2025-05,120,10737813,0.090638475,10808.894,steady
FR,TikTok,2025-06,115,11806211,0.092398,11574.592521739129,steady
FR,TikTok,2025-07,114,12424534,0.0905432894736842,13569.69350877193,steady
FR,TikTok,2025-08,119,10083793,0.0946958487394958,11182.850588235297,declining
FR,YouTube,2025-01,66,6888405,0.0548002878787878,17730.96378787879,steady
FR,YouTube,2025-02,83,8738204,0.0500062530120481,15290.240963855422,steady
FR,YouTube,2025-03,92,8281156,0.0522237934782608,11811.728152173911,steady
FR,YouTube,2025-04,75,9137479,0.05030508,21862.04333333333,steady
FR,YouTube,2025-05,94,10833211,0.0485275638297872,15498.73680851064,steady
FR,YouTube,2025-06,67,5534132,0.0481031492537313,10580.40671641791,declining
FR,YouTube,2025-07,63,6137362,0.0463087142857142,15502.540476190476,steady
FR,YouTube,2025-08,81,6685036,0.0535492592592592,11241.263580246914,steady
GB,TikTok,2025-01,109,9939983,0.0900324311926605,15510.234495412844,steady
GB,TikTok,2025-02,112,11169258,0.0909702857142857,13980.169910714289,steady
GB,TikTok,2025-03,119,8747883,0.0930363865546218,10706.897899159663,declining
GB,TikTok,2025-04,118,10740941,0.0890649491525423,12273.448983050846,steady
GB,TikTok,2025-05,124,11187973,0.0920515887096774,12306.909516129032,steady
GB,TikTok,2025-06,115,11326428,0.0946671826086956,14098.00704347826,steady
GB,TikTok,2025-07,112,12865523,0.0914746071428571,17266.674285714285,steady
GB,TikTok,2025-08,150,15002372,0.0923165133333333,14367.874133333336,steady
GB,YouTube,2025-01,82,12580310,0.0482129512195122,19061.13085365853,steady
GB,YouTube,2025-02,52,5872263,0.0524092115384615,17371.363653846154,declining
GB,YouTube,2025-03,78,9238024,0.048059282051282,17063.186923076923,rising
GB,YouTube,2025-04,105,10594802,0.050038,14716.06438095238,steady
GB,YouTube,2025-05,89,6944896,0.0492937078651685,9234.443820224718,declining
GB,YouTube,2025-06,77,10126620,0.0521775194805194,21585.35181818181,rising
GB,YouTube,2025-07,89,8320139,0.0517317752808988,12607.383595505617,declining
GB,YouTube,2025-08,68,5624335,0.0505553382352941,11410.171176470589,declining
ID,TikTok,2025-01,113,10313662,0.0916342831858407,12104.55592920354,steady
ID,TikTok,2025-02,110,12884267,0.0909128636363636,19169.704818181817,steady
ID,TikTok,2025-03,116,10557267,0.090870448275862,12780.833706896552,declining
ID,TikTok,2025-04,106,10304508,0.0964774150943396,15666.764433962264,steady
ID,TikTok,2025-05,116,13411088,0.0896059051724137,15897.527068965515,rising
ID,TikTok,2025-06,107,14336533,0.0899654018691588,18208.74588785047,steady
ID,TikTok,2025-07,131,12548831,0.0907180152671755,15122.444045801529,steady
ID,TikTok,2025-08,130,14105505,0.0935101769230769,13320.459615384616,steady
ID,YouTube,2025-01,85,10530591,0.0512366588235294,19900.523294117647,steady
ID,YouTube,2025-02,84,11024899,0.0483412976190476,19021.904642857146,steady
ID,YouTube,2025-03,81,9148930,0.0502935308641975,14599.77049382716,declining
ID,YouTube,2025-04,75,7604952,0.0538800933333333,17669.238266666667,declining
ID,YouTube,2025-05,82,7867567,0.051567731707317,16225.219024390244,steady
ID,YouTube,2025-06,79,6023561,0.0494726962025316,11012.556202531645,declining
ID,YouTube,2025-07,96,9646217,0.0527080833333333,16777.7115625,rising
ID,YouTube,2025-08,96,7701797,0.0514284791666666,10561.168541666666,declining
IN,TikTok,2025-01,111,10650035,0.089671072072072,13232.570990990993,steady
IN,TikTok,2025-02,101,11310928,0.0924013663366336,15705.463663366338,steady
IN,TikTok,2025-03,96,10240977,0.0906487916666666,15965.241354166666,steady
IN,TikTok,2025-04,119,11413642,0.0944091428571428,13034.33974789916,steady
IN,TikTok,2025-05,111,9555372,0.0926069459459459,12366.063603603605,declining
IN,TikTok,2025-06,101,11797123,0.0918624653465346,20023.962673267328,steady
IN,TikTok,2025-07,116,11088415,0.0888858362068965,12891.45396551724,steady
IN,TikTok,2025-08,129,11607204,0.0914166124031007,12567.971317829457,steady
IN,YouTube,2025-01,78,7050967,0.051204423076923,9407.88846153846,steady
IN,YouTube,2025-02,75,7713406,0.0533041333333333,14861.745466666664,steady
IN,YouTube,2025-03,91,8877218,0.0511691978021978,16348.923406593409,steady
IN,YouTube,2025-04,77,8808048,0.0518115714285714,14049.589610389608,steady
IN,YouTube,2025-05,90,8031048,0.0520168666666666,11667.934888888887,steady
IN,YouTube,2025-06,68,4807340,0.0462674558823529,11755.278823529412,declining
IN,YouTube,2025-07,78,8036686,0.0495845128205128,15567.242692307693,rising
IN,YouTube,2025-08,95,7841180,0.0517089263157894,11024.213578947369,steady
IT,TikTok,2025-01,127,11763841,0.0934196299212598,13220.794251968506,steady
IT,TikTok,2025-02,107,10236932,0.0909540934579439,14042.107663551402,steady
IT,TikTok,2025-03,107,10703359,0.0882881962616822,12453.813738317758,steady
IT,TikTok,2025-04,117,10240295,0.0949067948717948,10716.007692307692,steady
IT,TikTok,2025-05,118,11209673,0.0938137033898305,12641.780338983051,steady
IT,TikTok,2025-06,110,10199648,0.0950468090909091,11199.837181818182,steady
IT,TikTok,2025-07,115,13023980,0.0958171304347826,19226.02330434783,steady
IT,TikTok,2025-08,119,12790611,0.0918606890756302,13651.037899159664,steady
IT,YouTube,2025-01,89,8836026,0.0498633707865168,15935.880786516853,steady
IT,YouTube,2025-02,74,8672115,0.0504370135135135,18872.846081081083,steady
IT,YouTube,2025-03,62,6654135,0.047929693548387,12757.63370967742,declining
IT,YouTube,2025-04,76,6655708,0.0526359736842105,10530.497894736842,steady
IT,YouTube,2025-05,87,7289827,0.0516394137931034,12994.043448275865,steady
IT,YouTube,2025-06,88,9359941,0.0487429886363636,13445.480454545455,steady
IT,YouTube,2025-07,79,9094183,0.0500884177215189,16930.82721518987,steady
IT,YouTube,2025-08,82,8233539,0.051473987804878,12496.265,steady
JP,TikTok,2025-01,118,11297480,0.0906894322033898,11844.337118644067,steady
JP,TikTok,2025-02,115,11072754,0.0934533913043478,12972.277652173912,steady
JP,TikTok,2025-03,123,11893282,0.0948380650406504,14646.60105691057,steady
JP,TikTok,2025-04,132,13621559,0.0923831363636363,15700.211287878788,steady
JP,TikTok,2025-05,159,16402055,0.0914476981132075,14286.014842767294,steady
JP,TikTok,2025-06,126,12399951,0.0943029682539682,12133.4,declining
JP,TikTok,2025-07,103,9418617,0.0932004854368932,12005.032621359223,declining
JP,TikTok,2025-08,114,10905109,0.0936388157894736,13520.30350877193,steady
JP,YouTube,2025-01,80,8763495,0.05181265,13844.261,steady
JP,YouTube,2025-02,58,5196416,0.0513297413793103,12305.992413793105,declining
JP,YouTube,2025-03,61,5205529,0.0494539672131147,12650.552950819672,steady
JP,YouTube,2025-04,70,6795970,0.0487214857142857,11810.774142857144,rising
JP,YouTube,2025-05,80,7144082,0.0541892625,11519.486125,steady
JP,YouTube,2025-06,91,8583381,0.0511040439560439,16677.623956043957,steady
JP,YouTube,2025-07,67,5155797,0.0493818805970149,11247.310597014924,declining
JP,YouTube,2025-08,91,9403743,0.0505768021978022,12034.744945054945,rising
KE,TikTok,2025-01,136,12766234,0.0932977058823529,12827.791029411765,steady
KE,TikTok,2025-02,119,11067013,0.0918360672268907,14364.589495798318,steady
KE,TikTok,2025-03,138,13300073,0.0958028260869565,12202.832246376813,steady
KE,TikTok,2025-04,123,10627788,0.0920482195121951,13749.62455284553,declining
KE,TikTok,2025-05,135,18611773,0.0885299925925925,18030.62274074074,rising
KE,TikTok,2025-06,136,13331325,0.0940961911764705,16017.628235294118,declining
KE,TikTok,2025-07,106,8829703,0.0864827641509434,13422.27254716981,declining
KE,TikTok,2025-08,140,13685179,0.0953556071428571,13005.725,rising
KE,YouTube,2025-01,94,9372736,0.0483624361702127,14820.667021276597,steady
KE,YouTube,2025-02,81,8722269,0.0501759135802469,14760.11790123457,steady
KE,YouTube,2025-03,73,9098907,0.0546014383561643,17110.984794520547,steady
KE,YouTube,2025-04,81,6338055,0.051698024691358,10394.241358024692,declining
KE,YouTube,2025-05,78,7298740,0.0505730641025641,9919.928076923075,steady
KE,YouTube,2025-06,78,8166031,0.0501336282051282,13256.251410256413,steady
KE,YouTube,2025-07,80,9391899,0.052949325,18003.166125,steady
KE,YouTube,2025-08,101,7866800,0.0535017326732673,9181.096435643563,declining
KR,TikTok,2025-01,127,11998624,0.0894440787401574,12867.656692913386,steady
KR,TikTok,2025-02,119,12583198,0.0954046050420168,19504.795546218487,steady
KR,TikTok,2025-03,123,17051505,0.0879407804878048,17143.310162601625,rising
KR,TikTok,2025-04,120,11160341,0.0897214416666666,14106.057333333332,declining
KR,TikTok,2025-05,142,17051273,0.0892207957746478,18695.934859154928,rising
KR,TikTok,2025-06,96,8352017,0.09276765625,12468.6528125,declining
KR,TikTok,2025-07,121,12408738,0.0969822975206611,15749.345123966945,rising
KR,TikTok,2025-08,145,12229346,0.0918188896551724,13903.781379310343,steady
KR,YouTube,2025-01,76,6556458,0.0504026842105263,12226.586578947368,steady
KR,YouTube,2025-02,78,10258770,0.0499506538461538,19157.58564102564,rising
KR,YouTube,2025-03,75,7700672,0.0529613066666666,17110.210533333335,declining
KR,YouTube,2025-04,74,6229862,0.0491349594594594,10962.332837837836,declining
KR,YouTube,2025-05,93,7398772,0.0528209139784946,11018.42634408602,steady
KR,YouTube,2025-06,76,7370270,0.0508382105263157,12530.267631578949,steady
KR,YouTube,2025-07,61,4402922,0.0485717704918032,8167.826393442622,declining
KR,YouTube,2025-08,77,5678244,0.0500385064935064,9864.551948051949,steady
MA,TikTok,2025-01,117,10165599,0.089341094017094,12307.335811965811,steady
MA,TikTok,2025-02,107,12261653,0.0933848130841121,17061.120934579438,steady
MA,TikTok,2025-03,131,12236341,0.0912899007633587,13356.598702290075,steady
MA,TikTok,2025-04,110,11340909,0.0926655909090909,13546.150727272729,steady
MA,TikTok,2025-05,105,10088277,0.0952689809523809,16038.293333333331,steady
MA,TikTok,2025-06,120,11460740,0.0886992916666666,13628.983916666668,steady
MA,TikTok,2025-07,117,9908034,0.0921969658119658,12522.773076923077,steady
MA,TikTok,2025-08,139,17064142,0.0934214244604316,18109.61395683453,rising
MA,YouTube,2025-01,74,8095214,0.0505842297297297,16980.03662162162,steady
MA,YouTube,2025-02,91,9091722,0.0520928791208791,13316.686373626371,steady
MA,YouTube,2025-03,72,12480340,0.0495344027777777,23553.853888888887,rising
MA,YouTube,2025-04,79,6159698,0.052018075949367,9377.448734177216,declining
MA,YouTube,2025-05,84,7352853,0.0527658214285714,11443.7775,steady
MA,YouTube,2025-06,80,10459302,0.049019975,16338.452375,rising
MA,YouTube,2025-07,76,6110674,0.0499920657894736,11002.44644736842,declining
MA,YouTube,2025-08,87,9439630,0.0519197931034482,14986.056896551723,rising
MX,TikTok,2025-01,129,12111006,0.0891875193798449,10241.156201550388,steady
MX,TikTok,2025-02,121,12984704,0.0925431570247933,15134.794132231404,steady
MX,TikTok,2025-03,110,11702472,0.0911769454545454,14001.857363636364,steady
MX,TikTok,2025-04,115,10947643,0.0926902608695652,14335.62895652174,steady
MX,TikTok,2025-05,144,13033285,0.0936836597222222,12732.368055555557,steady
MX,TikTok,2025-06,105,11277402,0.0894397904761904,13823.871428571429,steady
MX,TikTok,2025-07,116,11385522,0.0900624913793103,16394.770862068966,steady
MX,TikTok,2025-08,118,12076685,0.0891161440677966,12655.333898305083,steady
MX,YouTube,2025-01,103,11645228,0.0526606504854368,17316.79058252427,steady
MX,YouTube,2025-02,90,11342168,0.0491191,17208.509777777777,steady
MX,YouTube,2025-03,85,6070682,0.0508832470588235,8419.2,declining
MX,YouTube,2025-04,71,5819296,0.0545869859154929,10931.295070422537,steady
MX,YouTube,2025-05,90,7144245,0.0484558444444444,10007.90177777778,steady
MX,YouTube,2025-06,89,9424495,0.0534467977528089,10922.954157303371,rising
MX,YouTube,2025-07,85,8389709,0.0542494823529411,12781.521411764706,steady
MX,YouTube,2025-08,94,9575362,0.0516961382978723,19675.359787234043,steady
NG,TikTok,2025-01,115,10672396,0.089223652173913,12426.436434782609,steady
NG,TikTok,2025-02,116,13403625,0.0902042758620689,17459.306465517242,steady
NG,TikTok,2025-03,130,12457745,0.0913513769230769,16696.652769230768,steady
NG,TikTok,2025-04,110,9824391,0.0934137454545454,12590.306909090908,declining
NG,TikTok,2025-05,127,11892837,0.089162842519685,11754.772992125983,steady
NG,TikTok,2025-06,124,10611425,0.0898292580645161,12075.065483870969,steady
NG,TikTok,2025-07,121,13630656,0.094188347107438,16471.795123966942,steady
NG,TikTok,2025-08,131,11631588,0.0916518320610687,14234.156946564886,steady
NG,YouTube,2025-01,92,7317512,0.0492989456521739,9943.782391304348,steady
NG,YouTube,2025-02,80,9730595,0.050566,15970.753125,rising
NG,YouTube,2025-03,98,8836797,0.0497287040816326,13055.250612244898,steady
NG,YouTube,2025-04,75,7703295,0.0526947466666666,15272.3008,steady
NG,YouTube,2025-05,90,7744162,0.0507514777777777,10297.721444444443,steady
NG,YouTube,2025-06,67,5777290,0.0498377761194029,10010.264925373134,declining
NG,YouTube,2025-07,78,9861691,0.0504549743589743,18154.74051282052,rising
NG,YouTube,2025-08,93,12211177,0.048774505376344,17370.212365591397,steady
NL,TikTok,2025-01,126,11613348,0.0916757777777777,14498.257063492065,steady
NL,TikTok,2025-02,115,12295769,0.0910014695652173,14147.16547826087,steady
NL,TikTok,2025-03,122,13257143,0.090656868852459,13029.463852459015,steady
NL,TikTok,2025-04,97,15383880,0.0879453298969072,22852.837938144326,steady
NL,TikTok,2025-05,140,12920789,0.0890261071428571,11701.944142857144,declining
NL,TikTok,2025-06,129,12931156,0.0897479534883721,14345.626744186047,steady
NL,TikTok,2025-07,101,10209934,0.0920372970297029,15293.14693069307,declining
NL,TikTok,2025-08,123,12539832,0.0896139674796747,13548.319756097562,steady
NL,YouTube,2025-01,76,6180949,0.0496516842105263,11382.78039473684,steady
NL,YouTube,2025-02,77,6916311,0.048496961038961,11218.209350649351,steady
NL,YouTube,2025-03,87,10396510,0.0513957586206896,15041.61459770115,rising
NL,YouTube,2025-04,63,6018619,0.0525431111111111,11154.216031746031,declining
NL,YouTube,2025-05,101,11143107,0.0514497920792079,14569.366633663369,rising
NL,YouTube,2025-06,78,6467585,0.048124923076923,10121.519871794872,declining
NL,YouTube,2025-07,78,7575054,0.0516494999999999,11255.513076923076,steady
NL,YouTube,2025-08,87,6803077,0.0511059885057471,12126.713908045976,steady
PH,TikTok,2025-01,90,8821305,0.0946641333333333,11804.000333333332,steady
PH,TikTok,2025-02,122,15066471,0.0920974918032786,18251.647704918032,rising
PH,TikTok,2025-03,133,12695756,0.0880696992481203,13106.916992481203,declining
PH,TikTok,2025-04,100,9904020,0.0906640299999999,14150.941,declining
PH,TikTok,2025-05,135,15793431,0.0915837037037037,16580.06837037037,rising
PH,TikTok,2025-06,109,10976181,0.0942643853211009,14781.26009174312,declining
PH,TikTok,2025-07,124,13737969,0.0909786693548387,18429.290564516126,steady
PH,TikTok,2025-08,117,9017688,0.094500376068376,11253.095811965812,declining
PH,YouTube,2025-01,66,6391737,0.0504364242424242,10724.75984848485,steady
